TransactionID,CustomerID,ProductID,ProductName,Category,Department,PurchaseDate,Quantity,UnitPrice,TotalAmount,CustomerSegment,AgeGroup,LoyaltyTier,Region,StoreLocation,PaymentType,BasketItemCount,BasketValue,BasketSizeSegment
T00033,C035,P038,Peanut Butter,Pantry,Grocery,2025-02-24,5,3.5,17.5,Senior,60+,Not Enrolled,South,Riverside,Card,3,23.5,Small
T00027,C053,P020,Cola,Beverages,Grocery,2025-02-25,2,1.6,3.2,Senior,60+,Not Enrolled,South,Riverside,Voucher,1,3.2,Single
T00020,C045,P008,Whole Milk,Dairy,Fresh Food,2025-02-26,4,2.1,8.4,Student,18-25,Silver,East,Eastpark,Cash,5,44.1,Large
T00020,C045,P009,Cheddar Cheese,Dairy,Fresh Food,2025-02-26,2,4.5,9.0,Student,18-25,Silver,East,Eastpark,Cash,5,44.1,Large
T00020,C045,P030,Pretzels,Snacks,Grocery,2025-02-26,3,2.3,6.9,Student,18-25,Silver,East,Eastpark,Cash,5,44.1,Large
T00020,C045,P034,Cereal,Pantry,Grocery,2025-02-26,2,3.9,7.8,Student,18-25,Silver,East,Eastpark,Cash,5,44.1,Large
T00020,C045,P043,Frozen Fries,Frozen,Grocery,2025-02-26,4,3.0,12.0,Student,18-25,Silver,East,Eastpark,Cash,5,44.1,Large
T00024,C030,P002,Apples,Produce,Fresh Food,2025-02-27,1,1.2,1.2,Family,41-60,Bronze,West,Riverside,Voucher,5,10.75,Large
T00024,C030,P006,Carrots,Produce,Fresh Food,2025-02-27,1,0.85,0.85,Family,41-60,Bronze,West,Riverside,Voucher,5,10.75,Large
T00024,C030,P038,Peanut Butter,Pantry,Grocery,2025-02-27,1,3.5,3.5,Family,41-60,Bronze,West,Riverside,Voucher,5,10.75,Large
T00024,C030,P039,Jam,Pantry,Grocery,2025-02-27,1,2.8,2.8,Family,41-60,Bronze,West,Riverside,Voucher,5,10.75,Large
T00024,C030,P042,Frozen Vegetables,Frozen,Grocery,2025-02-27,1,2.4,2.4,Family,41-60,Bronze,West,Riverside,Voucher,5,10.75,Large
T00051,C037,P015,Bagels,Bakery,Fresh Food,2025-03-01,1,2.8,2.8,Young Singles,26-40,Not Enrolled,South,Downtown,Voucher,5,34.5,Large
T00051,C037,P019,Bacon,Meat,Fresh Food,2025-03-01,1,5.4,5.4,Young Singles,26-40,Not Enrolled,South,Downtown,Voucher,5,34.5,Large
T00051,C037,P023,Coffee Beans,Beverages,Grocery,2025-03-01,2,8.9,17.8,Young Singles,26-40,Not Enrolled,South,Downtown,Voucher,5,34.5,Large
T00051,C037,P035,Sugar,Pantry,Grocery,2025-03-01,3,2.1,6.3,Young Singles,26-40,Not Enrolled,South,Downtown,Voucher,5,34.5,Large
T00051,C037,P050,Hand Soap,Personal Care,Non-Food,2025-03-01,1,2.2,2.2,Young Singles,26-40,Not Enrolled,South,Downtown,Voucher,5,34.5,Large
T00052,C038,P027,Chocolate Bar,Snacks,Grocery,2025-03-02,1,1.3,1.3,Student,18-25,Bronze,North,Hilltop,Mobile,2,10.9,Small
T00052,C038,P048,Shampoo,Personal Care,Non-Food,2025-03-02,2,4.8,9.6,Student,18-25,Bronze,North,Hilltop,Mobile,2,10.9,Small
T00057,C045,P024,Tea Bags,Beverages,Grocery,2025-03-02,5,3.6,18.0,Student,18-25,Silver,East,Hilltop,Card,2,22.2,Small
T00057,C045,P035,Sugar,Pantry,Grocery,2025-03-02,2,2.1,4.2,Student,18-25,Silver,East,Hilltop,Card,2,22.2,Small
T00055,C041,P003,Tomatoes,Produce,Fresh Food,2025-03-03,1,1.8,1.8,Young Singles,26-40,Silver,North,Westgate,Voucher,3,14.3,Small
T00055,C041,P009,Cheddar Cheese,Dairy,Fresh Food,2025-03-03,1,4.5,4.5,Young Singles,26-40,Silver,North,Westgate,Voucher,3,14.3,Small
T00055,C041,P020,Cola,Beverages,Grocery,2025-03-03,5,1.6,8.0,Young Singles,26-40,Silver,North,Westgate,Voucher,3,14.3,Small
T00040,C055,P026,Potato Chips,Snacks,Grocery,2025-03-04,1,2.5,2.5,Student,18-25,Bronze,North,Riverside,Card,2,10.3,Small
T00040,C055,P036,Olive Oil,Pantry,Grocery,2025-03-04,1,7.8,7.8,Student,18-25,Bronze,North,Riverside,Card,2,10.3,Small
T00049,C030,P019,Bacon,Meat,Fresh Food,2025-03-09,2,5.4,10.8,Family,41-60,Bronze,West,Hilltop,Mobile,3,18.4,Small
T00049,C030,P035,Sugar,Pantry,Grocery,2025-03-09,1,2.1,2.1,Family,41-60,Bronze,West,Hilltop,Mobile,3,18.4,Small
T00049,C030,P044,Paper Towels,Household,Non-Food,2025-03-09,1,5.5,5.5,Family,41-60,Bronze,West,Hilltop,Mobile,3,18.4,Small
T00050,C030,P016,Croissant,Bakery,Fresh Food,2025-03-09,2,3.1,6.2,Family,41-60,Bronze,West,Hilltop,Card,3,11.7,Small
T00050,C030,P025,Energy Drink,Beverages,Grocery,2025-03-09,1,2.2,2.2,Family,41-60,Bronze,West,Hilltop,Card,3,11.7,Small
T00050,C030,P037,Canned Beans,Pantry,Grocery,2025-03-09,3,1.1,3.3,Family,41-60,Bronze,West,Hilltop,Card,3,11.7,Small
T00054,C001,P017,Chicken Breast,Meat,Fresh Food,2025-03-13,4,6.5,26.0,Student,18-25,Not Enrolled,East,Hilltop,Cash,4,62.2,Large
T00054,C001,P041,Ice Cream,Frozen,Grocery,2025-03-13,1,4.6,4.6,Student,18-25,Not Enrolled,East,Hilltop,Cash,4,62.2,Large
T00054,C001,P042,Frozen Vegetables,Frozen,Grocery,2025-03-13,4,2.4,9.6,Student,18-25,Not Enrolled,East,Hilltop,Cash,4,62.2,Large
T00054,C001,P044,Paper Towels,Household,Non-Food,2025-03-13,4,5.5,22.0,Student,18-25,Not Enrolled,East,Hilltop,Cash,4,62.2,Large
T00058,C018,P006,Carrots,Produce,Fresh Food,2025-03-13,1,0.85,0.85,Young Singles,26-40,Bronze,East,Riverside,Voucher,5,22.65,Large
T00058,C018,P014,Whole Wheat Bread,Bakery,Fresh Food,2025-03-13,1,2.4,2.4,Young Singles,26-40,Bronze,East,Riverside,Voucher,5,22.65,Large
T00058,C018,P041,Ice Cream,Frozen,Grocery,2025-03-13,2,4.6,9.2,Young Singles,26-40,Bronze,East,Riverside,Voucher,5,22.65,Large
T00058,C018,P042,Frozen Vegetables,Frozen,Grocery,2025-03-13,3,2.4,7.2,Young Singles,26-40,Bronze,East,Riverside,Voucher,5,22.65,Large
T00058,C018,P043,Frozen Fries,Frozen,Grocery,2025-03-13,1,3.0,3.0,Young Singles,26-40,Bronze,East,Riverside,Voucher,5,22.65,Large
T00043,C054,P013,White Bread,Bakery,Fresh Food,2025-03-14,1,1.9,1.9,Premium Shopper,41-60,Gold,North,Westgate,Voucher,3,12.5,Small
T00043,C054,P025,Energy Drink,Beverages,Grocery,2025-03-14,1,2.2,2.2,Premium Shopper,41-60,Gold,North,Westgate,Voucher,3,12.5,Small
T00043,C054,P039,Jam,Pantry,Grocery,2025-03-14,3,2.8,8.4,Premium Shopper,41-60,Gold,North,Westgate,Voucher,3,12.5,Small
T00037,C019,P005,Onions,Produce,Fresh Food,2025-03-16,2,0.9,1.8,Young Singles,26-40,Silver,North,Downtown,Card,4,26.2,Large
T00037,C019,P015,Bagels,Bakery,Fresh Food,2025-03-16,2,2.8,5.6,Young Singles,26-40,Silver,North,Downtown,Card,4,26.2,Large
T00037,C019,P030,Pretzels,Snacks,Grocery,2025-03-16,1,2.3,2.3,Young Singles,26-40,Silver,North,Downtown,Card,4,26.2,Large
T00037,C019,P044,Paper Towels,Household,Non-Food,2025-03-16,3,5.5,16.5,Young Singles,26-40,Silver,North,Downtown,Card,4,26.2,Large
